"date","store","seller","product","unit_price","quantity","client_age","client_gender","payment_mode","total_amount"
2024-09-17,"Nice Promenade","Seller_12","Smartphone",680.98,1,38,"F","Card",680.98
2024-11-29,"Lyon Part-Dieu","Seller_23","Tablet",1403.87,1,24,"M","Card",1403.87
2024-07-09,"Marseille Vieux-Port","Seller_7","Tablet",1199.27,1,21,"F","Card",1199.27
2023-10-05,"Paris Centre","Seller_24","Laptop",1077.72,1,48,"M","Cash",1077.72
2023-01-26,"Nice Promenade","Seller_14","Laptop",1483.56,1,25,"F","Card",1483.56
2023-09-27,"Paris Centre","Seller_17","Earbuds",1489.27,1,51,"M","Card",1489.27
2024-03-10,"Toulouse Capitole","Seller_1","Smartphone",291.83,2,26,"F","",583.66
2024-06-06,"Toulouse Capitole","Seller_23","Smartphone",546.49,1,17,"M","Card",546.49
2023-08-20,"Toulouse Capitole","Seller_11","Accessories",1218.55,1,32,"M","Card",1218.55
2023-04-25,"Nice Promenade","Seller_8","Tablet",1464.5,2,33,"M","Card",2929
2023-07-20,"Paris Centre","Seller_13","Earbuds",577.54,2,29,NA,"Card",1155.08
2023-08-04,"Marseille Vieux-Port","Seller_12","Smartphone",51.84,3,47,"M","Check",155.52
2023-11-10,"Toulouse Capitole","Seller_12","Smartphone",311.02,2,35,"M","Cash",622.04
2023-01-11,"Toulouse Capitole","Seller_4","Smartphone",1322.48,2,16,NA,"Check",2644.96
2024-04-24,"Toulouse Capitole","Seller_17","Laptop",574.51,4,47,"F","Card",2298.04
2024-09-04,"Toulouse Capitole","Seller_25","Smartphone",705.78,1,38,"F","Check",705.78
2024-06-21,"Lyon Part-Dieu","Seller_20","Accessories",516.19,1,37,"F","Card",516.19
2024-05-27,"Nice Promenade","Seller_11","Smartphone",770.92,3,44,"M","Card",2312.76
2024-04-26,"Marseille Vieux-Port","Seller_17","Tablet",1307.49,1,29,"M","Card",1307.49
2024-11-20,"Marseille Vieux-Port","Seller_9","Tablet",426.8,1,35,"M","Card",426.8
2023-02-21,"Lyon Part-Dieu","Seller_18","Tablet",555.76,2,22,"M","Card",1111.52
2024-07-22,"Nice Promenade","Seller_4","Laptop",866.09,1,46,"F","",866.09
2024-08-20,"Marseille Vieux-Port","Seller_12","Laptop",144.41,2,50,"M","Card",288.82
2023-10-07,"Marseille Vieux-Port","Seller_19","Smartphone",196.84,1,34,"M","Card",196.84
2023-08-01,"Nice Promenade","Seller_13","Tablet",1167.71,4,32,"F","Card",4670.84
2023-08-03,"Marseille Vieux-Port","Seller_6","Smartphone",274,2,54,NA,"Card",548
2023-05-23,"Marseille Vieux-Port","Seller_17","Tablet",269.91,1,35,"F","Card",269.91
2023-12-24,"Nice Promenade","Seller_21","Smartphone",1478.31,2,36,"F","Cash",2956.62
2023-10-28,"Paris Centre","Seller_19","Smartphone",1211.11,1,37,"F","Check",1211.11
2023-08-02,"Marseille Vieux-Port","Seller_14","Smartphone",988.35,2,35,"M","Card",1976.7
2024-10-23,"Toulouse Capitole","Seller_2","Earbuds",988.49,2,30,"F","Card",1976.98
2023-08-22,"Lyon Part-Dieu","Seller_15","Smartphone",664.63,2,31,"M","Card",1329.26
2023-06-02,"Nice Promenade","Seller_11","Laptop",1271.92,2,76,"F","Card",2543.84
2024-11-01,"Lyon Part-Dieu","Seller_23","Tablet",273.24,2,26,"F","Card",546.48
2024-07-10,"Paris Centre","Seller_23","Earbuds",1106.8,4,31,"F","Card",4427.2
2023-05-30,"Marseille Vieux-Port","Seller_4","Earbuds",512.74,1,43,"M","Card",512.74
2023-01-24,"Paris Centre","Seller_7","Smartphone",168.98,1,46,"F","Card",168.98
2023-04-06,"Lyon Part-Dieu","Seller_19","Tablet",636.19,2,21,"F","Cash",1272.38
2024-09-15,"Toulouse Capitole","Seller_7","Smartphone",832.82,2,41,"M","Card",1665.64
2023-05-30,"Paris Centre","Seller_7","Smartphone",590.88,3,46,"M","Cash",1772.64
2024-12-30,"Toulouse Capitole","Seller_9","Tablet",1216.27,1,16,"F","Check",1216.27
2024-12-31,"Marseille Vieux-Port","Seller_19","Smartphone",1270.46,2,16,"M","Card",2540.92
2024-04-08,"Marseille Vieux-Port","Seller_20","Smartphone",581.66,1,47,"M","Card",581.66
2023-06-21,"Lyon Part-Dieu","Seller_21","Smartwatch",369.51,1,37,"F","Cash",369.51
2024-07-21,"Paris Centre","Seller_15","Smartphone",680.91,2,39,"F","Card",1361.82
2024-12-13,"Paris Centre","Seller_12","Smartphone",1457.83,1,30,"F","Card",1457.83
2023-03-16,"Nice Promenade","Seller_6","Laptop",873.71,1,33,"M","Card",873.71
2024-07-21,"Marseille Vieux-Port","Seller_7","Laptop",1455.45,1,16,NA,"Card",1455.45
2023-05-09,"Nice Promenade","Seller_6","Earbuds",1256.44,1,38,"F","Check",1256.44
2024-09-05,"Lyon Part-Dieu","Seller_17","Smartphone",1057.29,2,41,NA,"",2114.58
2024-06-05,"Paris Centre","Seller_22","Smartphone",855.42,1,23,"M","Card",855.42
2024-12-07,"Paris Centre","Seller_17","Smartphone",784.38,4,61,"F","Check",3137.52
2024-02-12,"Paris Centre","Seller_14","Earbuds",329.01,1,32,"M","Card",329.01
2023-03-09,"Toulouse Capitole","Seller_17","Laptop",503.25,2,28,"F","",1006.5
2024-03-27,"Toulouse Capitole","Seller_25","Laptop",666.8,2,43,"M","Card",1333.6
2024-07-25,"Marseille Vieux-Port","Seller_24","Earbuds",675.73,4,32,"M","Card",2702.92
2024-05-29,"Nice Promenade","Seller_19","Earbuds",1252.42,1,16,"M","Card",1252.42
2024-03-14,"Lyon Part-Dieu","Seller_1","Tablet",1447.79,3,34,"F","Check",4343.37
2023-02-03,"Toulouse Capitole","Seller_3","Tablet",258.83,3,39,"F","Card",776.49
2023-06-30,"Lyon Part-Dieu","Seller_22","Laptop",1052.26,1,48,"F","",1052.26
2024-11-13,"Marseille Vieux-Port","Seller_22","Smartphone",565.87,1,32,NA,"",565.87
2024-04-17,"Lyon Part-Dieu","Seller_15","Earbuds",558.21,4,53,"F","Card",2232.84
2023-10-07,"Nice Promenade","Seller_18","Accessories",1313.04,2,41,"F","Card",2626.08
2024-04-22,"Marseille Vieux-Port","Seller_2","Smartwatch",531.14,2,36,NA,"Check",1062.28
2023-07-27,"Toulouse Capitole","Seller_16","Smartphone",1113.73,2,49,"M","Card",2227.46
2023-01-07,"Paris Centre","Seller_2","Tablet",1133.26,1,60,"M","Card",1133.26
2024-08-07,"Lyon Part-Dieu","Seller_22","Laptop",1178.4,1,38,"F","Cash",1178.4
2024-05-30,"Paris Centre","Seller_21","Laptop",1049.71,1,20,"M","Card",1049.71
2024-11-29,"Marseille Vieux-Port","Seller_10","Smartphone",853.23,4,48,"M","Card",3412.92
2024-05-22,"Lyon Part-Dieu","Seller_10","Tablet",724.45,1,28,"M","Card",724.45
2023-05-30,"Marseille Vieux-Port","Seller_5","Earbuds",827.73,1,30,NA,"Cash",827.73
2023-04-15,"Lyon Part-Dieu","Seller_5","Accessories",1415.19,2,38,NA,"Card",2830.38
2023-06-04,"Paris Centre","Seller_10","Accessories",1385.12,2,47,"F","Cash",2770.24
2024-08-21,"Lyon Part-Dieu","Seller_20","Tablet",760.63,2,53,"M","Card",1521.26
2024-02-14,"Lyon Part-Dieu","Seller_22","Earbuds",395.35,1,24,"M","Card",395.35
2024-12-13,"Nice Promenade","Seller_6","Smartphone",1155.34,1,44,"M","Check",1155.34
2023-12-24,"Marseille Vieux-Port","Seller_7","Accessories",1395.17,1,16,"M","Cash",1395.17
2024-11-15,"Paris Centre","Seller_17","Smartwatch",1237.04,1,32,"F","Card",1237.04
2023-04-27,"Lyon Part-Dieu","Seller_14","Tablet",653.27,3,38,"F","Cash",1959.81
2023-11-25,"Lyon Part-Dieu","Seller_15","Laptop",1039.39,3,20,"M","Card",3118.17
2024-07-13,"Paris Centre","Seller_23","Smartphone",127.76,2,18,"M","Card",255.52
2024-05-22,"Nice Promenade","Seller_19","Tablet",1092.72,1,35,"F","Card",1092.72
2024-03-22,"Nice Promenade","Seller_13","Earbuds",682.52,1,34,"F","Card",682.52
2024-10-08,"Marseille Vieux-Port","Seller_15","Laptop",1141.21,1,35,"F","Cash",1141.21
2024-03-27,"Toulouse Capitole","Seller_14","Laptop",414.06,1,33,"M","Card",414.06
2023-02-22,"Toulouse Capitole","Seller_18","Smartphone",1056.85,2,27,"F","",2113.7
2023-09-30,"Toulouse Capitole","Seller_2","Smartphone",969.25,2,47,"F","Cash",1938.5
2023-02-24,"Marseille Vieux-Port","Seller_3","Earbuds",1160.27,2,31,"F","Card",2320.54
2024-05-14,"Lyon Part-Dieu","Seller_24","Tablet",883.03,2,26,"M","Cash",1766.06
2024-10-30,"Marseille Vieux-Port","Seller_16","Smartphone",1373.14,2,16,"F","Card",2746.28
2023-05-10,"Paris Centre","Seller_5","Accessories",463.15,3,33,"F","Cash",1389.45
2024-01-21,"Lyon Part-Dieu","Seller_4","Laptop",1163.46,1,34,"M","Card",1163.46
2023-05-05,"Marseille Vieux-Port","Seller_6","Laptop",537.6,2,54,"F","Card",1075.2
2023-08-18,"Lyon Part-Dieu","Seller_17","Accessories",1497.67,1,45,"M","Card",1497.67
2024-10-20,"Lyon Part-Dieu","Seller_24","Laptop",1460.01,1,38,"F","",1460.01
2024-07-21,"Marseille Vieux-Port","Seller_22","Smartphone",940.87,1,42,"M","Check",940.87
2023-01-12,"Toulouse Capitole","Seller_2","Laptop",777.09,2,41,"M","Card",1554.18
2023-02-26,"Paris Centre","Seller_5","Tablet",592.55,1,31,"F","Check",592.55
2023-07-26,"Toulouse Capitole","Seller_1","Smartphone",214.58,2,37,"M","Check",429.16
2024-11-09,"Toulouse Capitole","Seller_5","Smartphone",613.71,1,48,"F","Check",613.71
2024-11-27,"Marseille Vieux-Port","Seller_19","Smartwatch",256.55,1,38,NA,"Card",256.55
2024-08-07,"Lyon Part-Dieu","Seller_11","Tablet",NA,4,40,"F","Card",NA
2023-01-17,"Nice Promenade","Seller_8","Laptop",551.93,1,45,"M","Cash",551.93
2023-03-05,"Toulouse Capitole","Seller_12","Smartphone",344.94,1,33,"M","Card",344.94
2024-07-07,"Toulouse Capitole","Seller_1","Earbuds",332.26,1,26,"M","",332.26
2023-12-26,"Toulouse Capitole","Seller_21","Smartphone",1192.77,1,43,NA,"Card",1192.77
2024-11-15,"Lyon Part-Dieu","Seller_10","Smartphone",1346.19,3,54,"F","Card",4038.57
2024-10-25,"Toulouse Capitole","Seller_24","Laptop",922.04,1,44,"M","Card",922.04
2023-05-08,"Lyon Part-Dieu","Seller_20","Laptop",124.6,3,25,"F","Card",373.8
2023-12-01,"Paris Centre","Seller_9","Accessories",1472.62,2,26,"F","Card",2945.24
2024-03-05,"Paris Centre","Seller_15","Tablet",1076.7,3,41,"M","Card",3230.1
2023-04-04,"Marseille Vieux-Port","Seller_14","Smartwatch",242.46,2,38,"M","Check",484.92
2024-02-22,"Marseille Vieux-Port","Seller_7","Tablet",1452.66,1,42,"M","Card",1452.66
2024-02-20,"Marseille Vieux-Port","Seller_22","Laptop",257.03,1,39,"M","Card",257.03
2024-09-22,"Toulouse Capitole","Seller_22","Smartwatch",653.58,1,16,"F","Card",653.58
2023-08-25,"Lyon Part-Dieu","Seller_6","Smartphone",1257.82,1,31,"F","Check",1257.82
2023-09-06,"Lyon Part-Dieu","Seller_3","Earbuds",1430.89,1,31,"M","Card",1430.89
2023-11-30,"Paris Centre","Seller_21","Earbuds",1306.15,2,21,"F","Card",2612.3
2023-11-21,"Marseille Vieux-Port","Seller_24","Accessories",1405.56,1,61,"M","Cash",1405.56
2023-02-22,"Paris Centre","Seller_4","Tablet",503.99,3,32,"F","Card",1511.97
2023-08-14,"Lyon Part-Dieu","Seller_17","Tablet",1073.15,2,26,"M","Card",2146.3
2023-07-08,"Paris Centre","Seller_1","Smartphone",988.56,1,31,"F","Card",988.56
2023-04-18,"Nice Promenade","Seller_22","Smartphone",300.78,2,29,"F","Card",601.56
2024-11-13,"Toulouse Capitole","Seller_25","Laptop",56.17,4,38,"M","Card",224.68
2023-03-13,"Toulouse Capitole","Seller_10","Smartwatch",1277.78,1,32,"F","Cash",1277.78
2023-01-05,"Lyon Part-Dieu","Seller_16","Earbuds",943.21,1,43,"F","Card",943.21
2024-02-16,"Paris Centre","Seller_2","Smartphone",971.03,2,35,"F","Card",1942.06
2024-11-23,"Lyon Part-Dieu","Seller_16","Laptop",783.47,2,30,"F","Card",1566.94
2024-11-25,"Paris Centre","Seller_19","Smartphone",602.9,2,32,"M","Card",1205.8
2024-11-29,"Paris Centre","Seller_18","Tablet",192.88,2,36,"M","Card",385.76
2023-12-10,"Lyon Part-Dieu","Seller_18","Tablet",648.17,3,47,"F","Cash",1944.51
2024-07-29,"Lyon Part-Dieu","Seller_13","Earbuds",112.09,3,16,NA,"Check",336.27
2023-09-11,"Marseille Vieux-Port","Seller_8","Laptop",421.97,1,48,"F","Card",421.97
2023-06-06,"Paris Centre","Seller_6","Earbuds",1287.29,2,16,"F","Card",2574.58
2023-06-21,"Marseille Vieux-Port","Seller_10","Smartphone",701.03,2,49,"F","Check",1402.06
2024-01-07,"Toulouse Capitole","Seller_2","Laptop",1128.23,1,44,NA,"Card",1128.23
2023-05-11,"Marseille Vieux-Port","Seller_3","Smartwatch",239.35,2,17,NA,"Cash",478.7
2024-01-19,"Lyon Part-Dieu","Seller_18","Smartwatch",666.26,2,51,"F","Cash",1332.52
2023-12-01,"Marseille Vieux-Port","Seller_21","Smartphone",68.83,3,48,"M","Cash",206.49
2024-02-07,"Toulouse Capitole","Seller_24","Tablet",1130.63,3,32,"F","Card",3391.89
2024-01-12,"Nice Promenade","Seller_9","Smartphone",783.66,1,39,"F","Card",783.66
2023-01-22,"Nice Promenade","Seller_16","Smartphone",1267.35,1,39,"M","Card",1267.35
2024-11-23,"Paris Centre","Seller_8","Tablet",511.11,2,27,"F","Cash",1022.22
2024-03-10,"Lyon Part-Dieu","Seller_19","Earbuds",759.04,2,34,"M","Check",1518.08
2024-05-23,"Toulouse Capitole","Seller_9","Earbuds",980.21,1,38,"M","Card",980.21
2024-08-05,"Toulouse Capitole","Seller_25","Laptop",1369.45,1,41,"M","Card",1369.45
2024-02-22,"Paris Centre","Seller_7","Earbuds",1025.53,1,53,"M","Card",1025.53
2023-11-21,"Paris Centre","Seller_2","Tablet",872.05,1,40,"M","Cash",872.05
2024-04-02,"Nice Promenade","Seller_7","Earbuds",498,1,42,"F","Card",498
2023-01-10,"Lyon Part-Dieu","Seller_14","Tablet",1232.2,2,30,NA,"Card",2464.4
2023-01-07,"Paris Centre","Seller_3","Tablet",876.32,1,33,"M","Card",876.32
2023-09-23,"Marseille Vieux-Port","Seller_15","Tablet",620.55,4,67,"M","Card",2482.2
2024-02-17,"Lyon Part-Dieu","Seller_1","Earbuds",650.69,1,45,"F","Cash",650.69
2024-01-09,"Marseille Vieux-Port","Seller_12","Tablet",1149.81,1,52,"M","Cash",1149.81
2023-12-24,"Marseille Vieux-Port","Seller_6","Tablet",256.29,2,33,"F","Cash",512.58
2023-03-30,"Toulouse Capitole","Seller_18","Accessories",645.72,1,49,"M","Card",645.72
2024-06-17,"Lyon Part-Dieu","Seller_11","Tablet",172.6,1,18,"M","Card",172.6
2023-07-20,"Toulouse Capitole","Seller_17","Tablet",599.71,1,37,"M","Card",599.71
2023-03-05,"Toulouse Capitole","Seller_24","Tablet",633.48,3,16,"M","Card",1900.44
2024-09-07,"Marseille Vieux-Port","Seller_10","Tablet",1321.96,1,28,"F","Cash",1321.96
2023-12-03,"Marseille Vieux-Port","Seller_11","Smartphone",678.17,1,16,NA,"Card",678.17
2023-01-14,"Marseille Vieux-Port","Seller_23","Smartphone",872.45,2,27,"F","Cash",1744.9
2024-06-30,"Paris Centre","Seller_23","Earbuds",697.63,2,46,"M","Cash",1395.26
2024-06-26,"Nice Promenade","Seller_3","Laptop",928.67,3,32,NA,"",2786.01
2024-05-09,"Nice Promenade","Seller_13","Tablet",750.63,1,41,"M","Card",750.63
2023-02-26,"Paris Centre","Seller_20","Tablet",1322.57,1,34,NA,"Cash",1322.57
2024-04-29,"Nice Promenade","Seller_6","Smartphone",798.17,2,20,"M","Card",1596.34
2024-08-12,"Paris Centre","Seller_14","Smartphone",109.89,2,35,"F","Card",219.78
2024-12-30,"Paris Centre","Seller_22","Laptop",1059.01,2,31,NA,"Check",2118.02
2024-06-15,"Lyon Part-Dieu","Seller_14","Smartphone",463.08,1,36,"M","Card",463.08
2024-09-15,"Lyon Part-Dieu","Seller_21","Laptop",612.73,1,18,"F","Card",612.73
2023-05-29,"Paris Centre","Seller_17","Laptop",1430.38,1,35,NA,"Card",1430.38
2024-03-06,"Nice Promenade","Seller_17","Earbuds",77.58,1,40,"M","Check",77.58
2024-10-25,"Marseille Vieux-Port","Seller_14","Smartphone",438.91,4,29,"F","Card",1755.64
2024-12-05,"Lyon Part-Dieu","Seller_9","Smartphone",989.83,1,39,"M","Card",989.83
2024-04-27,"Toulouse Capitole","Seller_13","Laptop",1236.67,1,36,"M","Card",1236.67
2023-02-08,"Toulouse Capitole","Seller_14","Earbuds",1128.32,3,30,"M","Check",3384.96
2023-05-09,"Nice Promenade","Seller_2","Smartphone",147.87,1,16,NA,"Card",147.87
2024-06-12,"Lyon Part-Dieu","Seller_5","Smartphone",107.09,2,35,"F","Check",214.18
2023-11-28,"Nice Promenade","Seller_10","Laptop",242.69,1,32,"F","Card",242.69
2024-04-27,"Nice Promenade","Seller_3","Tablet",1056.87,1,37,"M","Check",1056.87
2023-01-28,"Lyon Part-Dieu","Seller_1","Tablet",353.31,1,40,"M","Card",353.31
2024-08-28,"Lyon Part-Dieu","Seller_14","Smartwatch",296.76,1,28,NA,"Card",296.76
2023-07-09,"Lyon Part-Dieu","Seller_20","Tablet",674.42,1,26,"M","Cash",674.42
2023-09-10,"Paris Centre","Seller_25","Smartphone",1333.06,2,16,"F","Check",2666.12
2023-08-15,"Toulouse Capitole","Seller_19","Laptop",369.51,1,27,"M","Card",369.51
2024-07-07,"Nice Promenade","Seller_4","Smartphone",863.25,1,60,"F","Card",863.25
2023-01-19,"Marseille Vieux-Port","Seller_2","Smartphone",914.84,1,43,"M","Card",914.84
2024-01-08,"Paris Centre","Seller_16","Smartphone",1197.74,4,38,"F","Card",4790.96
2023-08-03,"Paris Centre","Seller_23","Tablet",1316.47,1,53,"F","Card",1316.47
2024-04-24,"Paris Centre","Seller_17","Smartphone",1391.99,1,26,"M","Cash",1391.99
2024-06-13,"Nice Promenade","Seller_9","Smartphone",1326.89,2,49,"M","Card",2653.78
2023-07-11,"Lyon Part-Dieu","Seller_8","Smartphone",1448.49,2,40,"F","Card",2896.98
2023-08-10,"Marseille Vieux-Port","Seller_11","Earbuds",801.17,1,39,"F","Card",801.17
2024-06-19,"Lyon Part-Dieu","Seller_10","Smartphone",928.06,1,28,"M","Card",928.06
2023-03-07,"Lyon Part-Dieu","Seller_3","Laptop",1253.11,2,35,"F","",2506.22
2024-12-30,"Lyon Part-Dieu","Seller_24","Accessories",134.12,1,20,"F","Card",134.12
2024-10-05,"Paris Centre","Seller_9","Smartphone",442.8,1,24,"M","Card",442.8
2024-10-18,"Marseille Vieux-Port","Seller_8","Accessories",1429.52,2,27,"M","Cash",2859.04
2024-01-15,"Nice Promenade","Seller_7","Smartphone",1243.62,2,20,"M","Card",2487.24
2023-11-11,"Marseille Vieux-Port","Seller_4","Tablet",707.41,4,51,"F","Card",2829.64
2024-09-18,"Lyon Part-Dieu","Seller_17","Laptop",521.14,2,53,"F","Card",1042.28
2023-09-22,"Toulouse Capitole","Seller_3","Smartphone",922.63,1,43,"F","Cash",922.63
2023-03-26,"Toulouse Capitole","Seller_3","Laptop",1349.71,1,33,"M","Card",1349.71
2024-11-28,"Toulouse Capitole","Seller_25","Earbuds",845.55,1,38,"M","Card",845.55
2024-02-13,"Toulouse Capitole","Seller_24","Earbuds",892.18,1,38,"M","Card",892.18
2023-01-14,"Lyon Part-Dieu","Seller_15","Smartphone",1438.37,1,44,"M","Check",1438.37
2023-09-09,"Toulouse Capitole","Seller_14","Smartphone",192.66,2,35,NA,"Card",385.32
2023-11-03,"Nice Promenade","Seller_23","Tablet",678.76,5,44,NA,"Card",3393.8
2023-11-07,"Toulouse Capitole","Seller_2","Tablet",847.22,2,38,"M","Card",1694.44
2023-10-31,"Paris Centre","Seller_2","Smartphone",424.9,1,20,"M","Card",424.9
2024-10-13,"Lyon Part-Dieu","Seller_10","Smartphone",1414.7,3,24,NA,"Card",4244.1
2024-06-11,"Nice Promenade","Seller_12","Tablet",1270.07,1,31,"M","",1270.07
2023-10-26,"Marseille Vieux-Port","Seller_5","Tablet",287.78,1,38,"M","Cash",287.78
2024-11-25,"Lyon Part-Dieu","Seller_3","Smartphone",755.12,1,29,"M","Card",755.12
2024-07-26,"Lyon Part-Dieu","Seller_20","Laptop",661.28,1,38,"M","Check",661.28
2023-07-11,"Nice Promenade","Seller_2","Smartphone",845.97,1,24,"M","Card",845.97
2024-04-12,"Nice Promenade","Seller_6","Tablet",167.55,2,16,"M","Card",335.1
2023-02-14,"Lyon Part-Dieu","Seller_7","Laptop",448.68,1,24,"F","Card",448.68
2024-09-02,"Toulouse Capitole","Seller_13","Smartwatch",158.55,2,50,"M","Cash",317.1
2024-07-29,"Nice Promenade","Seller_15","Laptop",1329.63,1,24,"F","Cash",1329.63
2024-11-24,"Toulouse Capitole","Seller_23","Tablet",604.61,1,43,"F","Cash",604.61
2024-11-07,"Nice Promenade","Seller_7","Earbuds",1252.66,1,18,"F","Check",1252.66
2024-08-07,"Nice Promenade","Seller_20","Earbuds",633.5,1,48,"M","Card",633.5
2023-02-14,"Toulouse Capitole","Seller_23","Smartwatch",870.57,2,39,"M","Card",1741.14
2024-01-28,"Lyon Part-Dieu","Seller_14","Smartphone",93.98,1,27,"F","Card",93.98
2023-09-29,"Nice Promenade","Seller_5","Smartphone",531.69,1,51,"M","Cash",531.69
2023-05-25,"Lyon Part-Dieu","Seller_7","Laptop",772.48,1,41,"F","Card",772.48
2024-12-10,"Nice Promenade","Seller_20","Earbuds",241.14,1,16,"F","Card",241.14
2024-06-06,"Paris Centre","Seller_24","Earbuds",1293.82,1,26,"M","Card",1293.82
2023-07-24,"Lyon Part-Dieu","Seller_7","Smartphone",1277.68,2,36,"F","Card",2555.36
2023-10-31,"Marseille Vieux-Port","Seller_18","Smartphone",717.77,4,35,NA,"Card",2871.08
2023-09-29,"Marseille Vieux-Port","Seller_16","Laptop",1077.45,1,37,"F","Card",1077.45
2023-03-21,"Lyon Part-Dieu","Seller_24","Accessories",1315.45,2,35,"M","Card",2630.9
2023-06-02,"Nice Promenade","Seller_7","Laptop",714.94,1,31,"M","Cash",714.94
2023-02-23,"Lyon Part-Dieu","Seller_22","Earbuds",94.15,1,34,"M","Card",94.15
2024-12-31,"Marseille Vieux-Port","Seller_10","Smartphone",733.84,2,32,"F","Card",1467.68
2023-10-24,"Marseille Vieux-Port","Seller_1","Tablet",94.19,1,24,"M","Card",94.19
2024-10-28,"Lyon Part-Dieu","Seller_3","Smartphone",1408.69,1,40,"M","Card",1408.69
2024-07-07,"Lyon Part-Dieu","Seller_5","Tablet",66.42,1,32,"F","Card",66.42
2024-03-16,"Paris Centre","Seller_5","Laptop",1447.98,2,57,"F","Check",2895.96
2023-04-11,"Toulouse Capitole","Seller_1","Tablet",659.14,1,16,"M","Card",659.14
2024-08-19,"Marseille Vieux-Port","Seller_13","Earbuds",645.51,3,40,"F","Card",1936.53
2024-09-25,"Marseille Vieux-Port","Seller_20","Tablet",873.35,3,17,"F","Card",2620.05
2023-11-03,"Nice Promenade","Seller_17","Laptop",919.81,3,55,"F","Card",2759.43
2023-03-05,"Toulouse Capitole","Seller_9","Smartphone",244.87,1,24,"M","Cash",244.87
2024-12-27,"Marseille Vieux-Port","Seller_22","Earbuds",936.7,2,27,"M","Card",1873.4
2023-01-16,"Lyon Part-Dieu","Seller_4","Accessories",413.96,2,27,"F","Card",827.92
2024-09-29,"Marseille Vieux-Port","Seller_16","Smartphone",155.47,1,52,"M","Card",155.47
2024-04-05,"Marseille Vieux-Port","Seller_2","Tablet",940.76,1,40,"F","Cash",940.76
2023-09-03,"Marseille Vieux-Port","Seller_4","Accessories",1134.31,1,34,"M","Cash",1134.31
2023-01-16,"Marseille Vieux-Port","Seller_11","Earbuds",894.9,1,36,"M","Check",894.9
2024-08-23,"Toulouse Capitole","Seller_11","Tablet",1184.44,2,29,"F","Cash",2368.88
2023-10-13,"Toulouse Capitole","Seller_17","Smartphone",781.27,1,37,"M","Cash",781.27
2023-11-25,"Nice Promenade","Seller_6","Earbuds",228.83,2,34,"M","Card",457.66
2024-11-21,"Nice Promenade","Seller_15","Tablet",904.49,1,31,"F","Check",904.49
2023-11-29,"Lyon Part-Dieu","Seller_25","Laptop",729.54,2,50,"F","Card",1459.08
2024-08-31,"Marseille Vieux-Port","Seller_7","Tablet",484.88,1,39,"M","Check",484.88
2023-06-11,"Lyon Part-Dieu","Seller_21","Smartphone",619.27,1,30,"M","",619.27
2023-05-29,"Toulouse Capitole","Seller_1","Laptop",727.7,1,22,"F","Card",727.7
2023-09-04,"Marseille Vieux-Port","Seller_9","Smartphone",1263,1,30,"F","",1263
2023-08-11,"Marseille Vieux-Port","Seller_9","Tablet",1450.32,1,36,"M","Card",1450.32
2023-04-17,"Nice Promenade","Seller_9","Tablet",1468.42,3,40,"M","Card",4405.26
2024-01-31,"Toulouse Capitole","Seller_15","Smartphone",232.95,1,59,NA,"Card",232.95
2024-08-05,"Toulouse Capitole","Seller_6","Smartphone",1290.36,1,43,"M","Cash",1290.36
2023-05-06,"Toulouse Capitole","Seller_5","Smartphone",432.44,1,24,"M","Card",432.44
2023-04-29,"Toulouse Capitole","Seller_10","Smartphone",795.69,4,19,"F","Card",3182.76
2024-07-03,"Nice Promenade","Seller_22","Laptop",499.1,1,33,NA,"Check",499.1
2024-02-19,"Paris Centre","Seller_24","Laptop",965.85,1,65,"M","Card",965.85
2024-12-23,"Paris Centre","Seller_25","Smartphone",1395.55,1,48,"F","Card",1395.55
2024-03-31,"Toulouse Capitole","Seller_12","Smartphone",1486.15,1,40,"M","Card",1486.15
2024-05-17,"Lyon Part-Dieu","Seller_17","Tablet",287.14,1,25,"F","Card",287.14
2023-01-29,"Paris Centre","Seller_17","Smartphone",180.47,1,20,"M","Card",180.47
2023-04-29,"Paris Centre","Seller_5","Tablet",1473.13,1,38,"M","",1473.13
2024-04-13,"Lyon Part-Dieu","Seller_9","Laptop",775,1,35,"F","Cash",775
2023-01-21,"Paris Centre","Seller_17","Smartphone",1270.92,2,23,"F","Card",2541.84
2023-11-01,"Toulouse Capitole","Seller_5","Smartphone",229.71,1,27,"F","Card",229.71
2023-03-19,"Paris Centre","Seller_11","Accessories",966.03,1,38,"F","Cash",966.03
2024-05-21,"Nice Promenade","Seller_21","Tablet",986.23,1,27,"M","Check",986.23
2024-03-30,"Paris Centre","Seller_12","Smartphone",422.76,1,27,"F","Card",422.76
2024-05-09,"Lyon Part-Dieu","Seller_18","Laptop",393.29,1,37,"F","Card",393.29
2024-08-02,"Paris Centre","Seller_1","Laptop",856.37,2,52,"F","Card",1712.74
2023-04-06,"Paris Centre","Seller_3","Earbuds",535.24,1,53,"M","Card",535.24
2024-04-28,"Nice Promenade","Seller_1","Smartwatch",475.59,1,32,"F","Card",475.59
2023-03-20,"Lyon Part-Dieu","Seller_23","Laptop",1141.17,1,27,"M","Cash",1141.17
2024-03-01,"Paris Centre","Seller_23","Earbuds",829.4,1,41,"F","Card",829.4
2023-06-20,"Paris Centre","Seller_1","Tablet",57.05,2,34,"F","Check",114.1
